Group,N,Actual_Dropout_Rate,Predicted_Dropout_Rate,Dropout_Recall,Precision,False_Positive_Rate
Gender_1,321,0.45482866043613707,0.573208722741433,0.7808219178082192,0.6195652173913043,0.4
Gender_0,564,0.24468085106382978,0.25354609929078015,0.6086956521739131,0.5874125874125874,0.13849765258215962
